Smiles,CHEMBLID,Compound Key,Library,S_Hit
CCN(C)CC(=O)N1CCc2nc(NC)nc(C(=O)N3CCCC3)c2C1,CHEMBL3481419,DDD01252756,Global Health Stage V,Inactive
O=C1CCSCC(C(=O)N2CCCC2)N1,CHEMBL3444202,DDD01035894,Global Health Stage V,Inactive
Cc1cc(C(=O)N2CCC(O)(Cn3c(C)cc4ccncc43)CC2)on1,CHEMBL3447556,DDD01057840,Global Health Stage V,Inactive
CN(C)CCn1c([C@@H]2CCCO2)cc2cccnc21,CHEMBL3557835,DDD01060253,Global Health Stage V,Inactive
COc1ccc2nc(CNC(=O)C3CC4(CCNCC4)CN3C)[nH]c2c1,CHEMBL3474119,DDD01245419,Global Health Stage V,Inactive
Cc1c(NC(=O)CN2CCN(C3CCCC3)C(=O)C2)cnn1C,CHEMBL3548378,DDD01056980,Global Health Stage V,Inactive
Cc1nc(N(C)C)nc2c1COCC21CCN(C(=O)NC(C)C)C1,CHEMBL3444549,DDD01036413,Global Health Stage V,Inactive
Cc1ccc(C(=O)NC2CC2)c(-n2cnnn2)c1C,CHEMBL3439138,DDD01027307,Global Health Stage V,Inactive
OCCN1CCC(Cc2nccs2)CC1,CHEMBL3447006,DDD01057190,Global Health Stage V,Inactive
Cc1cc(C2CCCN2Cc2ccc(S(=O)(=O)N3CCCC3)o2)on1,CHEMBL3456909,DDD01067849,Global Health Stage V,Inactive
CN(Cc1cccnc1)C[C@@H]1OC[C@H]2CN(Cc3ccco3)CC[C@H]21,CHEMBL3553965,DDD01031667,Global Health Stage V,Inactive
Cc1nc(CN2C(=O)COC3(CCN(C)CC3)C2C)cs1,CHEMBL3557989,DDD01033742,Global Health Stage V,Inactive
CC1(NC(=O)Cc2csc(NC(=O)c3ccccc3)n2)CCS(=O)(=O)C1,CHEMBL3460053,DDD01071023,Global Health Stage V,Inactive
CC(C)(CN1CCCC1)CN1CCC(Cn2cc(CCO)nn2)CC1,CHEMBL3480855,DDD01252189,Global Health Stage V,Inactive
CCOCC(=O)Nc1ccc(N2CCSCC2)cc1C,CHEMBL3456193,DDD01067117,Global Health Stage V,Inactive
c1coc(CN2CCCn3c(CN4CCOCC4)nnc3C2)c1,CHEMBL3554355,DDD01081864,Global Health Stage V,Inactive
CC(C)C(C(=O)N1CCCN(c2nccs2)CC1)n1cncn1,CHEMBL3489074,DDD01296816,Global Health Stage V,Inactive
NCC1[C@@H]2CN(Cc3cccc(Cl)c3)C[C@H]12,CHEMBL3440703,DDD01029240,Global Health Stage V,Inactive
N#Cc1ccccc1CN1CCC(c2nccn2CC(N)=O)CC1,CHEMBL3482529,DDD01253870,Global Health Stage V,Inactive
CC(C)(N)c1nc(C(F)F)cc(=O)[nH]1,CHEMBL3551873,DDD01069243,Global Health Stage V,Inactive
CN(C)c1ncc(I)c(C2CCCN2S(C)(=O)=O)n1,CHEMBL3447589,DDD01057881,Global Health Stage V,Inactive
COCc1nc(CN2C(=O)OC[C@@H]2C(C)C)no1,CHEMBL3480289,DDD01251621,Global Health Stage V,Inactive
CN(C)C(=O)c1cccc(CN2CCN(CC(O)C(C)(C)C)CC2)c1,CHEMBL3488960,DDD01296702,Global Health Stage V,Inactive
CNS(=O)(=O)CCn1cc(-c2ccc(OC)c(OC)c2)nn1,CHEMBL3473469,DDD01244765,Global Health Stage V,Inactive
Cc1cc(N2CCOC(c3ccccn3)C2)nc(N)n1,CHEMBL3446676,DDD01056807,Global Health Stage V,Inactive
CC(NCCCC#N)c1ccc(-c2cccnc2)cc1,CHEMBL3464792,DDD01075807,Global Health Stage V,Inactive
O=C1CC[C@@H]2[C@@H](CCN2C(=O)C2CCOCC2)N1CC1CC1,CHEMBL3441648,DDD01031275,Global Health Stage V,Inactive
CC(=O)N1CCN(C(=O)CN2CCCC2Cn2nc(C)cc2C)CC1,CHEMBL3492481,DDD01300237,Global Health Stage V,Inactive
Cc1cccc2c1C(=O)NC1(CCOCC1)N2,CHEMBL3466427,DDD01077484,Global Health Stage V,Inactive
O=C(NCCNc1ncccn1)N1CCN(c2nccs2)CC1,CHEMBL3492526,DDD01300282,Global Health Stage V,Inactive
CC(C)CC(=O)N1CCC2(CC1)OC(C(N)=O)Cn1ccnc12,CHEMBL3551657,DDD01082482,Global Health Stage V,Inactive
CC(C)Cc1ncc2c(n1)CN(c1nccc(N(C)C)n1)C2,CHEMBL3478768,DDD01250089,Global Health Stage V,Inactive
CC(C)N(C)C(=O)c1ccc(Cl)c(NC(=O)C2CCC2)c1,CHEMBL3463880,DDD01074880,Global Health Stage V,Inactive
c1ccc(OC[C@H]2CCC[C@]23CN(Cc2nccs2)CCO3)nc1,CHEMBL3471806,DDD01085077,Global Health Stage V,Inactive
O=C(c1cccnc1N1CCN(Cc2ccoc2)CC1)N1CCCCC1,CHEMBL3484675,DDD01256032,Global Health Stage V,Inactive
CC1CN(C(=O)NCCCn2cncn2)CCO1,CHEMBL3495346,DDD01303128,Global Health Stage V,Inactive
CC(C)c1nc(CCN(C)C(=O)C2COc3ccccc3C2)no1,CHEMBL3485124,DDD01256481,Global Health Stage V,Inactive
CN1CCC(N(Cc2ccco2)S(=O)(=O)c2ccc(Cl)cc2)CC1,CHEMBL3452348,DDD01063210,Global Health Stage V,Inactive
CCN(C(=O)Cc1ccc(NCc2nccn2C)cc1)c1ccccc1,CHEMBL3452590,DDD01063457,Global Health Stage V,Inactive
O=C(c1cc(Br)ccc1-n1cnnn1)N1CCCC1,CHEMBL3443256,DDD01034847,Global Health Stage V,Inactive
c1cnc(N2CCOCC3(CCCN(CC4CCOCC4)C3)C2)nc1,CHEMBL3553057,DDD01033462,Global Health Stage V,Inactive
CCN1CC(C(=O)NCCc2csc(-c3ccncc3)n2)CCC1=O,CHEMBL3483507,DDD01254854,Global Health Stage V,Inactive
O=S(=O)(c1ccccc1)N1C[C@@H]2CCN[C@@H]2C1,CHEMBL3440546,DDD01028895,Global Health Stage V,Inactive
COCCN1C(=O)CCC12CCC(NC(=O)c1cnccn1)CC2,CHEMBL4578544,DDD01029172,Global Health Stage V,Inactive
Cc1ccc(S(=O)(=O)NC[C@H]2OC[C@@H](NCc3ccccn3)[C@@H]2O)cc1,CHEMBL3436918,DDD01024882,Global Health Stage V,Inactive
O=C(CN1CCCS1(=O)=O)Nc1ccc(OC2CCCC2)c(Cl)c1,CHEMBL3453753,DDD01064640,Global Health Stage V,Inactive
C[S+]([O-])c1nncn1CC(=O)c1cccc(C(F)(F)F)c1,CHEMBL3458737,DDD01069696,Global Health Stage V,Inactive
Cc1ccc(CN2CCC3(CC2)CCN(C(=O)c2cccn2C)C3)cc1,CHEMBL3557889,DDD01029190,Global Health Stage V,Inactive
Cc1nnc(CNC(=O)CC2CCc3ccccc32)o1,CHEMBL3478206,DDD01249523,Global Health Stage V,Inactive
Cc1nn(C)c(N2CCOCC2)c1CNC1CCc2ccccc21,CHEMBL3490841,DDD01298594,Global Health Stage V,Inactive
COCc1nc(CNC2CSCCSC2)no1,CHEMBL3480077,DDD01251409,Global Health Stage V,Inactive
Cc1nn(-c2ccccc2)cc1C(=O)N1CCCC(n2ccnc2C)C1,CHEMBL3491499,DDD01299254,Global Health Stage V,Inactive
Cc1nc(CN2CCCN(CC(=O)N(C)C(C)(C)C#N)CC2)no1,CHEMBL3454711,DDD01065621,Global Health Stage V,Inactive
COc1cc(CN2CCCC2c2cccc(F)c2)cc(OC)c1OC,CHEMBL3437763,DDD01025813,Global Health Stage V,Inactive
Cc1ocnc1C(=O)N1CC[C@@H](O)[C@@H](O)[C@H](N2CCC(F)(F)CC2)C1,CHEMBL3449995,DDD01060688,Global Health Stage V,Inactive
O=C(CN1C(=O)c2ccccc2C1=O)N1CCOC2(CCOCC2)C1,CHEMBL3440161,DDD01028410,Global Health Stage V,Inactive
OC(CNC1CCOCC1)c1ccc(Cl)c(F)c1,CHEMBL3462294,DDD01073280,Global Health Stage V,Inactive
COCCC1(C(=O)O)CCCN(C(=O)c2cc(Cl)ccc2F)C1,CHEMBL3475320,DDD01246625,Global Health Stage V,Inactive
CNC(=O)[C@@]12CCCN(c3ncccn3)[C@@H]1CN(c1ncc(C)cn1)C2,CHEMBL3443076,DDD01034571,Global Health Stage V,Inactive
CCC1CN(CCCNS(C)(=O)=O)c2ccccc2O1,CHEMBL3454374,DDD01065277,Global Health Stage V,Inactive
CC(C)n1nc(CN2CCOCC2)c2c1CN(C(=O)c1ccno1)C2,CHEMBL3556780,DDD01081770,Global Health Stage V,Inactive
CCc1nccn1CCC(=O)N1CC(=O)N(c2ccccc2C)CC1C,CHEMBL3477121,DDD01248433,Global Health Stage V,Inactive
CC(C)Cc1nc(CN2CCN(CC(O)c3ccccc3)CC2)no1,CHEMBL3492061,DDD01299816,Global Health Stage V,Inactive
COc1ccc(CNCCc2cccc(C(N)=O)c2)cc1O,CHEMBL3452206,DDD01063068,Global Health Stage V,Inactive
Cc1ccc(N2CCN(C(=O)CCc3ccc(O)cc3)CC2=O)cc1,CHEMBL3476850,DDD01248162,Global Health Stage V,Inactive
Cc1nn(-c2ccccc2)nc1C(=O)NCC(c1ccco1)N(C)C,CHEMBL3462837,DDD01073826,Global Health Stage V,Inactive
CCN(C)c1ccc(CNS(=O)(=O)C2CCOCC2)cc1F,CHEMBL3468576,DDD01079657,Global Health Stage V,Inactive
CN1C(=O)CC(c2cnn(C)c2)C12CCN(C(=O)c1cscn1)CC2,CHEMBL3471403,DDD01084141,Global Health Stage V,Inactive
CCN(Cc1c(F)cccc1F)C(=O)c1ccncc1O,CHEMBL3451652,DDD01062513,Global Health Stage V,Inactive
CNC(=O)[C@H]1C[C@H]2OCC[C@H]2N(Cc2cccc3ccccc23)C1,CHEMBL3558037,DDD01037170,Global Health Stage V,Inactive
CCOC(=O)NC(CNC(=O)CCc1ccccn1)CC(C)C,CHEMBL3469263,DDD01080354,Global Health Stage V,Inactive
CCc1nnc(CNC2CCCN(Cc3noc(C4CC4)n3)C2)o1,CHEMBL3493458,DDD01301223,Global Health Stage V,Inactive
O=C(NCCC1Cc2ccccc2C1)N1CCCC(O)C1,CHEMBL3466188,DDD01077237,Global Health Stage V,Inactive
COc1ccc(CCC(=O)Nc2ccncc2C)cc1,CHEMBL3468718,DDD01079803,Global Health Stage V,Inactive
COCc1cccc(C(=O)N2CCN(C3=NCC(C)(C)S3)CC2)c1,CHEMBL3458486,DDD01069437,Global Health Stage V,Inactive
Cc1cc(CN(C)C(=O)c2ccc(F)cc2F)no1,CHEMBL3493774,DDD01301543,Global Health Stage V,Inactive
NC(=O)c1ccc(NC(=O)CCN2CCCC(N3CCCC3)C2)cc1,CHEMBL3470166,DDD01081266,Global Health Stage V,Inactive
Cc1noc(C(C)C)c1C(=O)NCc1cccc(N(C)C)c1,CHEMBL3493882,DDD01301651,Global Health Stage V,Inactive
O=C(NCc1ccccc1-n1cccn1)N1CCN2CCCCC2C1,CHEMBL3496042,DDD01303827,Global Health Stage V,Inactive
CN(C)[C@@H]1CN(C(=O)c2ccc(C#N)cc2)[C@@H]2CCCO[C@H]12,CHEMBL3552366,DDD01030256,Global Health Stage V,Inactive
Cc1noc([C@H]2C[C@@H]3CCN(C(=O)N(C)C)C[C@H]3O2)n1,CHEMBL3471758,DDD01084955,Global Health Stage V,Inactive
COCCC1(CO)CCCN(Cc2ccc(C#N)cc2)C1,CHEMBL3474405,DDD01245707,Global Health Stage V,Inactive
Cc1cc(C2CCCN2Cc2ccc(S(=O)(=O)N(C)C)o2)on1,CHEMBL3488545,DDD01296276,Global Health Stage V,Inactive
Cc1nnc(SCc2cccc(F)c2)n1CC(N)=O,CHEMBL3456933,DDD01067873,Global Health Stage V,Inactive
CN(C)S(=O)(=O)N1CCC(Oc2cnccn2)CC1,CHEMBL3444215,DDD01035907,Global Health Stage V,Inactive
CSCc1cccc(S(=O)(=O)NCCCO)c1,CHEMBL3446388,DDD01038796,Global Health Stage V,Inactive
O=C(c1ccnnc1)N1CCC2(CC1)CCN(C(=O)c1cccnc1)C2,CHEMBL3470913,DDD01083015,Global Health Stage V,Inactive
COCCNC(=O)NCc1cc(-c2ccncc2)n(C2CCCC2)n1,CHEMBL3440032,DDD01028281,Global Health Stage V,Inactive
CN1CSC[C@H]1C(=O)N1CCC(CCc2ccccc2)CC1,CHEMBL3477033,DDD01248345,Global Health Stage V,Inactive
CCC(C)(CC(=O)OC)NC(=O)c1cccc(F)c1F,CHEMBL3457736,DDD01068680,Global Health Stage V,Inactive
COc1ccc(C2=CN=C(C(F)(F)F)CC2N)cc1,CHEMBL4573976,DDD01259434,Global Health Stage V,Inactive
CN(C)CC(=O)N1CCc2ncnc(-c3ccsc3)c2CC1,CHEMBL3441432,DDD01030807,Global Health Stage V,Inactive
Cc1cc(C)n(CC(C)CNC(=O)NCc2ccco2)n1,CHEMBL3452857,DDD01063730,Global Health Stage V,Inactive
O=C1CC(c2cccnc2)c2c(c(C(=O)O)cn2-c2cccc(F)c2)N1,CHEMBL3438777,DDD01026938,Global Health Stage V,Inactive
CCOC1CCN(CCc2nc(-c3cccc(Cl)c3)no2)CC1,CHEMBL3466957,DDD01078016,Global Health Stage V,Inactive
CN1[C@@H](c2ccccc2)[C@@H](C(=O)NCC2CCOCC2)C[C@@]1(C)C(=O)O,CHEMBL3479789,DDD01251116,Global Health Stage V,Inactive
O=C(CCc1ccco1)N1CCC(Oc2ccccc2)(C(=O)O)CC1,CHEMBL3483451,DDD01254798,Global Health Stage V,Inactive
O=C(c1c[nH]cn1)N1CCC(n2cc(-c3ccsc3)nn2)CC1,CHEMBL3473856,DDD01245153,Global Health Stage V,Inactive
COCc1cccc(C(=O)N2CCCC2)c1,CHEMBL3457336,DDD01068277,Global Health Stage V,Inactive
N#Cc1cccc(N2CCCC3(C2)CN(c2ncc(F)cn2)CCO3)n1,CHEMBL3551497,DDD01029856,Global Health Stage V,Inactive
Cc1ccc(CN2CCC3(CC2)CC(c2cccnc2)CO3)s1,CHEMBL3556029,DDD01036402,Global Health Stage V,Inactive
COc1cc(C(=O)N(CCC#N)Cc2ccccn2)cc(OC)c1C,CHEMBL3469102,DDD01080192,Global Health Stage V,Inactive
c1ccc(-n2cc(CNC3CCc4ncnn4C3)nn2)cc1,CHEMBL3489473,DDD01297217,Global Health Stage V,Inactive
CCC(C)Sc1ncc(-c2c(C#N)c(N)nc3c2COCC3)cn1,CHEMBL3482242,DDD01253582,Global Health Stage V,Inactive
Cc1cccnc1CN1CCN(C(=O)CCn2ccc(=O)[nH]c2=O)CC1,CHEMBL3481861,DDD01253200,Global Health Stage V,Inactive
CS(=O)(=O)c1cccc(S(=O)(=O)NC(=O)CC2CCCC2)c1,CHEMBL3465935,DDD01076978,Global Health Stage V,Inactive
CC(C)NC(=O)N1CCC2(CC(=O)N(c3cccc(F)c3)C2)C1,CHEMBL3471574,DDD01084492,Global Health Stage V,Inactive
Cc1ccc2nc(C(=O)N3CCNC(=O)C3c3cccc(F)c3)cn2c1,CHEMBL3477856,DDD01249172,Global Health Stage V,Inactive
Cc1ccc(S(N)(=O)=O)cc1C(=O)N1C[C@H](CO)[C@H](CN(C)C)C1,CHEMBL3483051,DDD01254398,Global Health Stage V,Inactive
O=C(c1cc(-n2cccn2)ccc1Cl)N1CCC(N2CCCC2=O)CC1,CHEMBL3480001,DDD01251332,Global Health Stage V,Inactive
C=C(C)COc1ccccc1CNCCc1cc(O)nc(C)n1,CHEMBL3477176,DDD01248488,Global Health Stage V,Inactive
CCOc1ccc(-c2nc(C(=O)NCC3CCOC3)cs2)cc1,CHEMBL3487673,DDD01295399,Global Health Stage V,Inactive
CC(C)NC(=O)CCNC(=O)Nc1cnn(-c2ccccc2F)c1,CHEMBL3457549,DDD01068490,Global Health Stage V,Inactive
CN1CCC(Oc2ccc(-n3ccnc3-c3nccn3C)cc2)CC1,CHEMBL3483202,DDD01254549,Global Health Stage V,Inactive
O[C@@H]1C[C@@H](c2nc(Cc3ccccc3)no2)N(Cc2ccc(F)cc2)C1,CHEMBL3436908,DDD01024872,Global Health Stage V,Inactive
CC(C)[C@H]1CN(Cc2nccn2C)C[C@@H]1NC(=O)CCS(C)(=O)=O,CHEMBL3472283,DDD01243573,Global Health Stage V,Inactive
CC(=O)N(Cc1ncc(C(C)C)o1)C1CCN(Cc2ncc[nH]2)C1,CHEMBL3494550,DDD01302326,Global Health Stage V,Inactive
CN(C)C(=O)CCCn1ccc(NCc2ccc(C#N)cc2)n1,CHEMBL3453434,DDD01064314,Global Health Stage V,Inactive
O[C@@H]1C[C@@H](c2nc(-c3ccc(F)cc3)no2)N(C2CCOCC2)C1,CHEMBL3437454,DDD01025470,Global Health Stage V,Inactive
CC(C)c1cccc(N2CCCC3(CCC(=O)N(C4CC4)C3)C2)n1,CHEMBL3485988,DDD01257347,Global Health Stage V,Inactive
Cc1n[nH]cc1CNC1CCN(c2ccccc2)CC1,CHEMBL3553583,DDD01074620,Global Health Stage V,Inactive
Cc1c(C)n(CC(O)CN2CCC(C)CC2)c2c(Cl)cccc12,CHEMBL3443367,DDD01034967,Global Health Stage V,Inactive
COc1ccc(C(=O)N2CCC(Oc3ccccc3)(C(=O)O)CC2)o1,CHEMBL3485538,DDD01256896,Global Health Stage V,Inactive
Cc1ccccc1C1CCCN1C(=O)CN1CC2(CCNCC2)OC1=O,CHEMBL3486169,DDD01257528,Global Health Stage V,Inactive
Cc1nc(-c2ncc(C(=O)NCCNc3ncccc3C)c(O)n2)cs1,CHEMBL3483915,DDD01255263,Global Health Stage V,Inactive
O=C(NCC1CCS(=O)(=O)C1)N1CCN(c2cnccn2)CC1,CHEMBL3489061,DDD01296803,Global Health Stage V,Inactive
Cc1cc(S(=O)(=O)NC(=O)CCc2cccnc2)c(C)s1,CHEMBL3462282,DDD01073268,Global Health Stage V,Inactive
Cc1cc(C)cc(CN2CCN(Cc3ccc4nonc4c3)CC2=O)c1,CHEMBL3476182,DDD01247487,Global Health Stage V,Inactive
CN(C)C(=O)NCc1nnc2n1CCN(Cc1ccsc1)C2,CHEMBL3441696,DDD01031374,Global Health Stage V,Inactive
CS(=O)(=O)c1ccc(C(=O)N2CCCC(n3cncn3)C2)o1,CHEMBL3461152,DDD01072131,Global Health Stage V,Inactive
N[C@H]1CN(C(=O)CCc2ccccn2)C[C@@H]1c1ccccc1,CHEMBL3476351,DDD01247657,Global Health Stage V,Inactive
Cc1cc(SC(C)(C)C)ccc1NCC(=O)NC(N)=O,CHEMBL3463537,DDD01074530,Global Health Stage V,Inactive
Cc1ccc2c(c1)C(=O)NCC1(CCN(Cc3ccccc3)CC1)O2,CHEMBL3449366,DDD01059953,Global Health Stage V,Inactive
CCn1nc(C(C)C)cc1C(=O)NCc1nc2ccc(OC)cc2[nH]1,CHEMBL3478097,DDD01249413,Global Health Stage V,Inactive
CC(=O)N1CCN(C(C)C)CC(COc2ccccc2)C1,CHEMBL3449551,DDD01060169,Global Health Stage V,Inactive
CC(C)c1noc(CCC(=O)N2CCN(Cc3ccncc3)CC2)n1,CHEMBL3490545,DDD01298298,Global Health Stage V,Inactive
O=C1CC[C@H]2[C@H](CCN2c2ncc(F)cn2)N1c1cccnc1,CHEMBL3552637,DDD01033432,Global Health Stage V,Inactive
O=C(Nc1cccc(CNCc2cccs2)c1)C1CC1,CHEMBL3553162,DDD01296330,Global Health Stage V,Inactive
NC(=O)CCn1ccc(NCc2cc(F)ccc2Br)n1,CHEMBL3454343,DDD01065243,Global Health Stage V,Inactive
Cc1cc(C)nc(C2CCN(C(=O)c3cncnc3C)C2)n1,CHEMBL3449234,DDD01059811,Global Health Stage V,Inactive
Cn1cc(NC(=O)N2CCC(Cc3ccccc3)CC2)ccc1=O,CHEMBL3489710,DDD01297456,Global Health Stage V,Inactive
CS(=O)(=O)NCCNC(=O)NC1(c2ccc(F)cc2)CCCC1,CHEMBL3458369,DDD01069320,Global Health Stage V,Inactive
COC(=O)CN1Cc2cc3c(cc2NCCC1=O)OCO3,CHEMBL3438076,DDD01026167,Global Health Stage V,Inactive
O=C(NC1CC1)c1nc(Cn2c(C(F)F)nc3ccccc32)no1,CHEMBL3484384,DDD01255737,Global Health Stage V,Inactive
COC(=O)c1cc2c(=O)[nH]c(=O)n(CCc3ccccc3)c2nc1C,CHEMBL3484901,DDD01256258,Global Health Stage V,Inactive
COCCNC(=O)[C@H]1C[C@@](CC(C)C)(C(=O)O)N(C)[C@H]1c1cccnc1,CHEMBL3475838,DDD01247143,Global Health Stage V,Inactive
CN1C(=O)CCc2cc(NC(=O)C3CC3)ccc21,CHEMBL3439304,DDD01027488,Global Health Stage V,Inactive
CC(C)c1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2,CHEMBL3491328,DDD01299082,Global Health Stage V,Inactive
Cc1cccc(N2CCC3(CCN(Cc4ccccn4)CC3)CC2)n1,CHEMBL3557734,DDD01031608,Global Health Stage V,Inactive
NC(Cc1nc(-c2ccccc2)no1)c1ccccc1,CHEMBL3547973,DDD01026449,Global Health Stage V,Inactive
CCS(=O)(=O)NCC1Cn2nnc(-c3ccccc3)c2CO1,CHEMBL3471236,DDD01083782,Global Health Stage V,Inactive
Cc1ncsc1CN1Cc2cnn(C)c2C(COCC2CC2)C1,CHEMBL3551807,DDD01034567,Global Health Stage V,Inactive
Cc1ccccc1CSc1nc(N)cc(N2CCOC(C(N)=O)C2)n1,CHEMBL3486477,DDD01257840,Global Health Stage V,Inactive
NC(=O)C1CCN(C(=O)NC(Cc2ccccc2)C(F)(F)F)CC1,CHEMBL3453921,DDD01064810,Global Health Stage V,Inactive
COc1cc(CN2CCCC23CCN(c2ccccn2)CC3)ccc1F,CHEMBL3485240,DDD01256597,Global Health Stage V,Inactive
O=C(NCCNS(=O)(=O)c1ccc2c(c1)CCCC2)c1ccoc1,CHEMBL3469042,DDD01080131,Global Health Stage V,Inactive
CCc1cnc(N2C[C@@H](NC(=O)c3cscn3)[C@H]3COC[C@H]32)nc1,CHEMBL3556214,DDD01030131,Global Health Stage V,Inactive
CCOC(=O)CC(C)NC(=O)c1cn(Cc2ccccc2F)nn1,CHEMBL3478223,DDD01249540,Global Health Stage V,Inactive
CN(CCCOc1ccccc1Cl)C(=O)CN1C(=O)CCNC1=O,CHEMBL3480862,DDD01252196,Global Health Stage V,Inactive
Cc1nccc(-c2ccccc2)c1C(=O)N1CC[C@](C)(O)[C@H](C)C1,CHEMBL3485978,DDD01257336,Global Health Stage V,Inactive
CCS(=O)(=O)CCN1CCCC1c1noc(C)n1,CHEMBL3490294,DDD01298046,Global Health Stage V,Inactive
O=C(Nc1ccc(CN2CCOCC2)cc1)c1nccn2ccnc12,CHEMBL3457469,DDD01068410,Global Health Stage V,Inactive
O=C(c1cccn1Cc1cccs1)N1CCC(C(=O)N2CCCC2)CC1,CHEMBL3487901,DDD01295628,Global Health Stage V,Inactive
CC(C)c1nc(CNC(C(=O)N2CCOCC2)C(C)C)no1,CHEMBL3465197,DDD01076226,Global Health Stage V,Inactive
COc1ccc(C(C(=O)O)N2CCC(Cn3cccn3)CC2)c(OC)n1,CHEMBL3483009,DDD01254356,Global Health Stage V,Inactive
CC(C)N1CC(c2ncc(-c3ccc4c(c3)OCCO4)[nH]2)CC1=O,CHEMBL3484075,DDD01255423,Global Health Stage V,Inactive
CNC(=O)Cn1nnc(-c2cc3ccccc3o2)n1,CHEMBL3464564,DDD01075576,Global Health Stage V,Inactive
CC(c1ccccc1)N(C)CC(=O)NCCC#N,CHEMBL3454624,DDD01065531,Global Health Stage V,Inactive
CN(C)CC1(O)CCN(C(=O)c2ccc(-n3cnnc3)cc2Cl)C1,CHEMBL3485914,DDD01257272,Global Health Stage V,Inactive
O=C(NCC1CCOC1)c1ccc(-c2ccccc2)[nH]c1=O,CHEMBL3489380,DDD01297123,Global Health Stage V,Inactive
COc1ccccc1CN1C(=O)O[C@@H]2CN(Cc3cccc(C)n3)C[C@@H]21,CHEMBL3477744,DDD01249059,Global Health Stage V,Inactive
COc1ncccc1CN1CCc2[nH]nc(C(=O)N3CCCC3C)c2C1,CHEMBL3553432,DDD01028836,Global Health Stage V,Inactive
O=C(CCCOc1cccc(F)c1)N1CCCC(n2cncn2)C1,CHEMBL3493124,DDD01300888,Global Health Stage V,Inactive
CN(C)CCN1C(=O)CCC12CCN(C(=O)CC1CC1)CC2,CHEMBL3440820,DDD01029534,Global Health Stage V,Inactive
CC(C)c1ccccc1OCCNC(=O)N1CCC2(CC1)OCCO2,CHEMBL3453558,DDD01064441,Global Health Stage V,Inactive
O=C(c1ccc(NCc2cccc(F)c2)cc1)N1CCC(CO)CC1,CHEMBL3455343,DDD01066257,Global Health Stage V,Inactive
Cc1ccc(C(C)NC(=O)Cc2c(C)nc3c(c2C)c(=O)[nH]n3C)o1,CHEMBL3469586,DDD01080680,Global Health Stage V,Inactive
CCC(C(=O)N1CCCSCC1)N1CCCC1=O,CHEMBL3468338,DDD01079414,Global Health Stage V,Inactive
Cc1nc(C(C)NC(=O)COc2ccc(F)cc2)n[nH]1,CHEMBL3485865,DDD01257223,Global Health Stage V,Inactive
Cc1ccoc1C(=O)NC1CCN(Cc2cccc3c2OCCO3)CC1,CHEMBL3496267,DDD01304054,Global Health Stage V,Inactive
CN1CCC(n2nc(Cc3cccs3)nc2-c2ccncc2)CC1,CHEMBL3472618,DDD01243911,Global Health Stage V,Inactive
O=C(NC1CCC1)[C@H]1C[C@H]2CN(CC3CC3)C[C@@H]1O2,CHEMBL4580479,DDD01081838,Global Health Stage V,Inactive
Cc1c(I)cccc1C(=O)NCc1nnc[nH]1,CHEMBL3463566,DDD01074559,Global Health Stage V,Inactive
O=C(c1cc(Cl)c2c(c1)OCO2)N1CCCC(n2ccnc2)C1,CHEMBL3496129,DDD01303914,Global Health Stage V,Inactive
CCc1nc(C2CCCN(c3ncc(Br)cn3)C2)no1,CHEMBL3463207,DDD01074199,Global Health Stage V,Inactive
Cc1cc2[nH]c(CN3CCOC(Cc4ccccc4)C3)cc(=O)n2n1,CHEMBL3482110,DDD01253450,Global Health Stage V,Inactive
COCc1cc(N(C)CCc2c(C)n[nH]c2C)ncn1,CHEMBL3483397,DDD01254744,Global Health Stage V,Inactive
O=C1C(Nc2ccc3nccnc3n2)CCN1c1ccccc1F,CHEMBL3467634,DDD01078707,Global Health Stage V,Inactive
CC(C)Oc1ncccc1CNC(=O)Nc1ccccn1,CHEMBL3491838,DDD01299593,Global Health Stage V,Inactive
Cc1nc(C2CN(C)CCO2)cc(N2CCSCC2)n1,CHEMBL3449477,DDD01060084,Global Health Stage V,Inactive
CC(C(=O)NC1CC1)S(=O)(=O)Cc1nc(Cc2ccccc2)no1,CHEMBL3452778,DDD01063649,Global Health Stage V,Inactive
Cc1cccnc1CC(C)N(C)C(=O)c1ccoc1C,CHEMBL3485823,DDD01257181,Global Health Stage V,Inactive
O=C(N[C@@H]1CN(Cc2ccccn2)[C@@H]2COC[C@H]12)C1CCC1,CHEMBL3556217,DDD01030403,Global Health Stage V,Inactive
Cc1ccc(-c2nc(CC(=O)NCC3CCCN(C(C)C)C3)cs2)o1,CHEMBL3451233,DDD01062092,Global Health Stage V,Inactive
Cc1cnn(CC2CN(CC(=O)N(C)Cc3ccccc3)CCO2)c1,CHEMBL3491601,DDD01299356,Global Health Stage V,Inactive
Cc1ccc(CNC(=O)c2c[nH]nc2NC(=O)COCC2CC2)cc1,CHEMBL3463977,DDD01074980,Global Health Stage V,Inactive
COc1ncccc1CN1CCn2c(C(=O)N3CCCC3)cnc2C1,CHEMBL3556879,DDD01031511,Global Health Stage V,Inactive
Cc1ccc(C(=O)N[C@H]2CN(CCO)C[C@@H]2C2CC2)cc1Cl,CHEMBL3481735,DDD01253074,Global Health Stage V,Inactive
